project_id,legacy_ocms_code,as_of_date,pre_paimana_observation_months,pre_paimana_schedule_revision_count,pre_paimana_cost_revision_count,pre_paimana_initial_cost,pre_paimana_latest_known_cost,pre_paimana_max_cost_escalation_pct,pre_paimana_initial_doc,pre_paimana_latest_doc,pre_paimana_max_schedule_slippage_months,max_source_date
615187,N06000260,2025-04,2,0,1,135.0,6000260.0,4444537.037037037,2029-03,2029-03,0.0,2024-03
615188,N06000255,2025-04,2,0,0,3.0,3.0,0.0,2027-03,2027-03,0.0,2024-03
615189,N06000253,2025-04,2,0,0,6000253.0,6000253.0,0.0,2026-03,2026-03,0.0,2024-03
615190,N06000252,2025-04,2,0,0,6000252.0,6000252.0,0.0,2029-03,2029-03,0.0,2024-03
615191,N06000274,2025-04,0,0,0,,,0.0,,,0.0,
615192,N06000264,2025-04,2,0,1,132.0,133.0,0.7575757575757576,2026-03,2026-03,0.0,2024-03
615193,N06000112,2025-04,10,0,0,7.0,7.0,0.0,2019-03,2019-03,0.0,2024-03
615194,N06000265,2025-04,1,0,0,6000265.0,6000265.0,0.0,2031-03,2031-03,0.0,2024-03
615195,N06000266,2025-04,1,0,0,6000266.0,6000266.0,0.0,2028-03,2028-03,0.0,2024-03
615199,N06000267,2025-04,1,0,0,6000267.0,6000267.0,0.0,2027-03,2027-03,0.0,2024-03
615206,N06000183,2025-04,5,0,0,6000183.0,6000183.0,0.0,2026-03,2026-03,0.0,2024-03
615327,N06000279,2025-04,0,0,0,,,0.0,,,0.0,
615330,N06000282,2025-04,0,0,0,,,0.0,,,0.0,
615332,N18000391,2025-04,0,0,0,,,0.0,,,0.0,
615333,N18000393,2025-04,0,0,0,,,0.0,,,0.0,
615334,N18000394,2025-04,0,0,0,,,0.0,,,0.0,
615335,N18000397,2025-04,0,0,0,,,0.0,,,0.0,
615337,N18000396,2025-04,0,0,0,,,0.0,,,0.0,
615338,N18000401,2025-04,0,0,0,,,0.0,,,0.0,
615339,N18000403,2025-04,0,0,0,,,0.0,,,0.0,
615340,N18000404,2025-04,0,0,0,,,0.0,,,0.0,
615342,N18000398,2025-04,0,0,0,,,0.0,,,0.0,
615343,N18000402,2025-04,0,0,0,,,0.0,,,0.0,
615344,N18000399,2025-04,0,0,0,,,0.0,,,0.0,
615345,N18000400,2025-04,0,0,0,,,0.0,,,0.0,
615346,N18000392,2025-04,0,0,0,,,0.0,,,0.0,
615347,N18000405,2025-04,0,0,0,,,0.0,,,0.0,
615349,N06000241,2025-04,3,0,2,6000241.0,6000241.0,0.0,2025-03,2025-03,0.0,2024-03
615818,N06000259,2025-04,2,0,1,96.0,107.0,11.458333333333332,2025-03,2025-03,0.0,2024-03
615820,N06000290,2025-04,0,0,0,,,0.0,,,0.0,
615821,N06000291,2025-04,0,0,0,,,0.0,,,0.0,
615822,N06000239,2025-04,3,0,2,6000239.0,60.0,0.0,2025-03,2025-03,0.0,2024-03
615843,N06000186,2025-04,5,0,0,6000186.0,6000186.0,0.0,2023-03,2023-03,0.0,2024-03
615857,N06000203,2025-04,3,0,2,6000203.0,6000203.0,0.0,2024-03,2024-03,0.0,2024-03
615858,N06000213,2025-04,3,0,1,6000213.0,100.0,0.0,2020-03,2020-03,0.0,2024-03
615860,N06000202,2025-04,3,0,2,6000202.0,106.0,0.0,2023-03,2023-03,0.0,2024-03
615861,N06000211,2025-04,3,0,2,6000211.0,99.0,0.0,2021-03,2021-03,0.0,2024-03
615862,N06000258,2025-04,2,0,1,102.0,104.0,1.9607843137254901,2026-03,2026-03,0.0,2024-03
615863,N06000204,2025-04,3,0,0,6000204.0,6000204.0,0.0,2023-03,2023-03,0.0,2024-03
615865,N06000214,2025-04,3,0,2,2.0,2.0,5200.0,2020-03,2020-03,0.0,2024-03
615914,N06000205,2025-04,3,0,0,6000205.0,6000205.0,0.0,2028-03,2028-03,0.0,2024-03
615916,N06000271,2025-04,0,0,0,,,0.0,,,0.0,
615917,N06000278,2025-04,0,0,0,,,0.0,,,0.0,
615918,N06000256,2025-04,2,0,0,1.15,1.15,0.0,2028-03,2028-03,0.0,2024-03
615919,N06000283,2025-04,0,0,0,,,0.0,,,0.0,
615982,N06000154,2025-04,7,0,2,3.5,3.5,3728.5714285714284,2022-03,2022-03,0.0,2024-03
616044,N06000179,2025-04,5,0,1,6000179.0,160.0,0.0,2021-03,2021-03,0.0,2024-03
616050,N06000226,2025-04,3,0,2,3.2,3.2,4275.0,2024-03,2024-03,0.0,2024-03
616223,N06000219,2025-04,3,0,0,1.5,1.5,0.0,2024-03,2024-03,0.0,2024-03
616225,N06000280,2025-04,0,0,0,,,0.0,,,0.0,
616226,N06000289,2025-04,0,0,0,,,0.0,,,0.0,
616229,N06000284,2025-04,0,0,0,,,0.0,,,0.0,
616230,N06000281,2025-04,0,0,0,,,0.0,,,0.0,
616231,N06000286,2025-04,0,0,0,,,0.0,,,0.0,
616232,N06000285,2025-04,0,0,0,,,0.0,,,0.0,
616233,N06000288,2025-04,0,0,0,,,0.0,,,0.0,
616234,N06000045,2025-04,11,1,3,10.0,127.0,1170.0,2015-03,2023-03,96.0,2024-03
616235,N16000538,2025-04,0,0,0,,,0.0,,,0.0,
616253,N06000287,2025-04,0,0,0,,,0.0,,,0.0,
616254,N16000539,2025-04,0,0,0,,,0.0,,,0.0,
616600,N30000027,2025-04,5,0,2,30000027.0,30000027.0,0.0,2020-09,2020-09,0.0,2024-03
616604,N30000042,2025-04,5,0,4,30000042.0,30000042.0,0.0,2022-02,2022-02,0.0,2024-03
616611,N30000051,2025-04,5,1,1,30000051.0,3.0,0.0,2022-06,2017-08,0.0,2024-03
616612,N30000050,2025-04,5,1,2,30000050.0,3.0,0.0,2022-06,2017-08,0.0,2024-03
616615,N30000026,2025-04,5,0,1,30000026.0,1841.0,0.0,2021-07,2021-07,0.0,2024-03
616616,N30000035,2025-04,5,0,0,30000035.0,30000035.0,0.0,2021-08,2021-08,0.0,2024-03
616670,N18000407,2025-04,0,0,0,,,0.0,,,0.0,
616672,N18000409,2025-04,0,0,0,,,0.0,,,0.0,
616858,N16000450,2025-04,2,1,1,3.0,16000450.0,533348233.3333333,2024-03,2024-07,4.0,2024-03
616879,N16000536,2025-04,0,0,0,,,0.0,,,0.0,
616933,N16000540,2025-04,0,0,0,,,0.0,,,0.0,
617068,N18000410,2025-04,0,0,0,,,0.0,,,0.0,
617069,N18000411,2025-04,0,0,0,,,0.0,,,0.0,
617179,N18000417,2025-04,0,0,0,,,0.0,,,0.0,
617181,N18000415,2025-04,0,0,0,,,0.0,,,0.0,
617182,N18000412,2025-04,0,0,0,,,0.0,,,0.0,
617183,N18000416,2025-04,0,0,0,,,0.0,,,0.0,
617185,N18000413,2025-04,0,0,0,,,0.0,,,0.0,
617186,N18000414,2025-04,0,0,0,,,0.0,,,0.0,
617225,N28000157,2025-04,0,0,0,,,0.0,,,0.0,
617226,N28000160,2025-04,0,0,0,,,0.0,,,0.0,
617242,N12000138,2025-04,0,0,0,,,0.0,,,0.0,
617243,N12000137,2025-04,0,0,0,,,0.0,,,0.0,
617246,N12000139,2025-04,0,0,0,,,0.0,,,0.0,
617248,N12000141,2025-04,0,0,0,,,0.0,,,0.0,
617249,N12000142,2025-04,0,0,0,,,0.0,,,0.0,
617250,N12000143,2025-04,0,0,0,,,0.0,,,0.0,
617251,N12000140,2025-04,0,0,0,,,0.0,,,0.0,
617253,N12000129,2025-04,1,0,0,3.0,3.0,0.0,2025-07,2025-07,0.0,2024-03
617254,N12000134,2025-04,1,0,0,7.0,7.0,0.0,2025-10,2025-10,0.0,2024-03
617255,N12000131,2025-04,1,0,0,6.0,6.0,0.0,2023-11,2023-11,0.0,2024-03
617256,N12000133,2025-04,1,0,0,101.0,101.0,0.0,2023-11,2023-11,0.0,2024-03
617257,N12000135,2025-04,0,0,0,,,0.0,,,0.0,
617302,N16000275,2025-04,7,0,2,16000275.0,225.0,0.0,2020-12,2020-12,0.0,2024-03
617374,N22000602,2025-04,0,0,0,,,0.0,,,0.0,
617886,N24001465,2025-04,2,0,0,2.0,2.0,0.0,2024-09,2024-09,0.0,2024-03
617887,N24001411,2025-04,3,1,1,1313.0,4.0,0.0,2021-10,2023-10,24.0,2024-03
617891,N24001866,2025-04,1,0,0,24001866.0,24001866.0,0.0,2024-08,2024-08,0.0,2024-03
617892,N24001297,2025-04,4,1,2,833.0,2.0,0.0,2020-11,2027-03,76.0,2024-03
617897,N24001879,2025-04,1,0,0,4.0,4.0,0.0,2025-07,2025-07,0.0,2024-03
617899,N24002136,2025-04,0,0,0,,,0.0,,,0.0,
617900,N24001530,2025-04,2,0,0,24001530.0,24001530.0,0.0,2024-09,2024-09,0.0,2024-03
617901,N24001528,2025-04,2,0,0,4.0,4.0,0.0,2024-12,2024-12,0.0,2024-03
617904,N24001862,2025-04,2,0,0,72.0,72.0,0.0,2025-10,2025-10,0.0,2024-03
617905,N24001865,2025-04,2,0,1,769.0,4.0,0.0,2025-05,2025-05,0.0,2024-03
617911,N24000513,2025-04,9,0,0,68.0,68.0,0.0,2017-08,2017-08,0.0,2024-03
617913,N24000987,2025-04,5,0,4,6.0,6.0,25233.333333333336,2020-05,2020-05,0.0,2024-03
617915,N24002019,2025-04,1,0,0,24002019.0,24002019.0,0.0,2025-09,2025-09,0.0,2024-03
617917,N24001883,2025-04,1,0,0,850.0,850.0,0.0,2019-11,2019-11,0.0,2024-03
617919,N24001227,2025-04,2,0,0,4.0,4.0,0.0,2019-01,2019-01,0.0,2024-03
617921,N24001858,2025-04,2,0,1,828.0,2.0,0.0,2025-06,2025-06,0.0,2024-03
617924,N24001860,2025-04,2,0,0,235.469,235.469,0.0,2025-04,2025-04,0.0,2024-03
617925,N24001861,2025-04,2,0,0,294.0,294.0,0.0,2024-11,2024-11,0.0,2024-03
617928,N24002183,2025-04,0,0,0,,,0.0,,,0.0,
617929,N24000781,2025-04,6,0,3,33.0,33.0,4827.272727272727,2020-05,2020-05,0.0,2024-03
617930,N24001859,2025-04,2,1,1,59.0,927.0,1471.1864406779662,2024-03,2025-01,10.0,2024-03
617933,N24002174,2025-04,0,0,0,,,0.0,,,0.0,
617934,N24001112,2025-04,5,0,0,24001112.0,24001112.0,0.0,2019-09,2019-09,0.0,2024-03
617935,N24001938,2025-04,1,0,0,135.65,135.65,0.0,2024-06,2024-06,0.0,2024-03
617936,N24000981,2025-04,5,0,3,180.6,180.6,738.3167220376523,2019-03,2019-03,0.0,2024-03
617940,N24002004,2025-04,1,0,0,24002004.0,24002004.0,0.0,2020-06,2020-06,0.0,2024-03
617942,N24002181,2025-04,0,0,0,,,0.0,,,0.0,
617944,N24001132,2025-04,5,0,0,24001132.0,24001132.0,0.0,2021-06,2021-06,0.0,2024-03
617946,N24000584,2025-04,8,3,0,4.0,4.0,0.0,2016-03,2023-12,93.0,2024-03
617947,N24000585,2025-04,8,3,4,4.0,4.0,28325.0,2016-11,2024-03,88.0,2024-03
617948,N24001134,2025-04,5,0,0,24001134.0,24001134.0,0.0,2019-11,2019-11,0.0,2024-03
617949,N24002145,2025-04,0,0,0,,,0.0,,,0.0,
617954,N24001937,2025-04,1,0,0,2.0,2.0,0.0,2024-02,2024-02,0.0,2024-03
617955,N24002012,2025-04,1,0,0,40.0,40.0,0.0,2025-03,2025-03,0.0,2024-03
617957,N24002120,2025-04,1,0,0,379.67,379.67,0.0,2025-09,2025-09,0.0,2024-03
617958,N24001876,2025-04,1,0,0,132.895,132.895,0.0,2024-03,2024-03,0.0,2024-03
617959,N24001875,2025-04,1,0,0,70.15,70.15,0.0,2025-01,2025-01,0.0,2024-03
617960,N24000874,2025-04,5,0,2,24000874.0,81.0,0.0,2018-11,2018-11,0.0,2024-03
617961,N24000579,2025-04,8,1,4,92.935,82.0,860.8866412008392,2016-10,2022-03,65.0,2024-03
617962,N24002165,2025-04,0,0,0,,,0.0,,,0.0,
617963,N24002211,2025-04,0,0,0,,,0.0,,,0.0,
617964,N24002199,2025-04,0,0,0,,,0.0,,,0.0,
617965,N24001904,2025-04,1,0,0,24001904.0,24001904.0,0.0,2024-07,2024-07,0.0,2024-03
617966,N24000382,2025-04,9,4,0,2.0,2.0,0.0,2015-03,2024-06,111.0,2024-03
617968,N24000779,2025-04,6,0,3,2.0,2.0,81100.0,2020-02,2020-02,0.0,2024-03
617969,N24002193,2025-04,0,0,0,,,0.0,,,0.0,
617970,N24000775,2025-04,6,0,4,2.0,2.0,80900.0,2019-06,2019-06,0.0,2024-03
617973,N24001228,2025-04,5,0,3,24001228.0,24001228.0,0.0,2019-05,2019-05,0.0,2024-03
617975,N24000820,2025-04,6,0,3,2.0,2.0,37250.0,2019-11,2019-11,0.0,2024-03
617976,N24002182,2025-04,0,0,0,,,0.0,,,0.0,
617980,N24000994,2025-04,5,0,3,7.95,7.95,19107.54716981132,2020-07,2020-07,0.0,2024-03
617982,N24000988,2025-04,5,0,4,2.0,2.0,75950.0,2019-12,2019-12,0.0,2024-03
617992,N24001281,2025-04,0,0,0,,,0.0,,,0.0,
617995,N24001323,2025-04,0,0,0,,,0.0,,,0.0,
618001,N24001416,2025-04,0,0,0,,,0.0,,,0.0,
618009,N24000331,2025-04,9,1,2,24.0,815.0,3979.1666666666665,2016-03,2022-04,73.0,2024-03
618011,N24001527,2025-04,2,0,0,2.0,2.0,0.0,2024-05,2024-05,0.0,2024-03
618012,N24002135,2025-04,0,0,0,,,0.0,,,0.0,
618020,N24001965,2025-04,1,0,0,24001965.0,24001965.0,0.0,2025-02,2025-02,0.0,2024-03
618022,N24002118,2025-04,0,0,0,,,0.0,,,0.0,
618023,N24001961,2025-04,1,0,0,1029.0,1029.0,0.0,2018-08,2018-08,0.0,2024-03
618024,N24001960,2025-04,1,0,0,24001960.0,24001960.0,0.0,2023-10,2023-10,0.0,2024-03
618025,N24000997,2025-04,5,0,4,121.0,121.0,1163.6363636363637,2019-07,2019-07,0.0,2024-03
618026,N24000996,2025-04,5,0,3,72.0,72.0,2022.2222222222222,2019-10,2019-10,0.0,2024-03
618029,N24001941,2025-04,1,0,0,927.0,927.0,0.0,2025-01,2025-01,0.0,2024-03
618030,N24001940,2025-04,1,0,0,2.0,2.0,0.0,2026-01,2026-01,0.0,2024-03
618031,N24002011,2025-04,1,0,0,523.6,523.6,0.0,2022-03,2022-03,0.0,2024-03
618037,N24001934,2025-04,1,0,0,440.0,440.0,0.0,2024-05,2024-05,0.0,2024-03
618045,N24001962,2025-04,1,0,0,20.6,20.6,0.0,2024-12,2024-12,0.0,2024-03
618050,N24001422,2025-04,3,0,2,873.0,753.0,0.0,2021-09,2021-09,0.0,2024-03
618054,N24002150,2025-04,0,0,0,,,0.0,,,0.0,
618055,N24002016,2025-04,1,0,0,24002016.0,24002016.0,0.0,2025-06,2025-06,0.0,2024-03
618056,N24002121,2025-04,1,0,0,420.0,420.0,0.0,2025-09,2025-09,0.0,2024-03
618057,N24001997,2025-04,1,0,0,24001997.0,24001997.0,0.0,2025-05,2025-05,0.0,2024-03
618059,N24002175,2025-04,0,0,0,,,0.0,,,0.0,
618060,N24001923,2025-04,1,0,0,116.0,116.0,0.0,2024-07,2024-07,0.0,2024-03
618063,N24001587,2025-04,2,0,0,40.0,40.0,0.0,2024-09,2024-09,0.0,2024-03
618066,N24002214,2025-04,0,0,0,,,0.0,,,0.0,
618068,N24002020,2025-04,1,0,0,24002020.0,24002020.0,0.0,2025-10,2025-10,0.0,2024-03
618069,N24002167,2025-04,0,0,0,,,0.0,,,0.0,
618070,N24001369,2025-04,3,0,1,937.0,2.0,0.0,2017-08,2017-08,0.0,2024-03
618071,N24001442,2025-04,2,0,0,2.0,2.0,0.0,2024-05,2024-05,0.0,2024-03
618072,N24001466,2025-04,2,0,0,2.0,2.0,0.0,2024-07,2024-07,0.0,2024-03
618073,N24002197,2025-04,0,0,0,,,0.0,,,0.0,
618074,N24001870,2025-04,1,0,0,122.0,122.0,0.0,2024-11,2024-11,0.0,2024-03
618075,N24002031,2025-04,1,0,0,55.61,55.61,0.0,2026-02,2026-02,0.0,2024-03
618080,N24002198,2025-04,0,0,0,,,0.0,,,0.0,
618081,N24002115,2025-04,1,0,0,53.54,53.54,0.0,2025-08,2025-08,0.0,2024-03
618082,N24001479,2025-04,2,0,0,34.9,34.9,0.0,2024-05,2024-05,0.0,2024-03
618084,N24001922,2025-04,1,0,0,2.0,2.0,0.0,2023-08,2023-08,0.0,2024-03
618087,N24001944,2025-04,1,0,0,2.0,2.0,0.0,2024-06,2024-06,0.0,2024-03
618090,N24001002,2025-04,5,0,4,24001002.0,24001002.0,0.0,2019-07,2019-07,0.0,2024-03
618092,N24002168,2025-04,0,0,0,,,0.0,,,0.0,
618093,N24001927,2025-04,1,0,0,2.0,2.0,0.0,2025-09,2025-09,0.0,2024-03
618094,N24001106,2025-04,5,2,2,24001106.0,24001106.0,0.0,2018-07,2024-01,66.0,2024-03
618097,N24001057,2025-04,5,0,3,24001057.0,24001057.0,0.0,2019-06,2019-06,0.0,2024-03
618098,N24001908,2025-04,1,0,0,2.0,2.0,0.0,2024-05,2024-05,0.0,2024-03
618104,N24002007,2025-04,1,0,0,79.0,79.0,0.0,2025-07,2025-07,0.0,2024-03
618105,N24002010,2025-04,1,0,0,4.0,4.0,0.0,2024-03,2024-03,0.0,2024-03
618106,N24002009,2025-04,1,0,0,827.0,827.0,0.0,2025-01,2025-01,0.0,2024-03
618108,N24002014,2025-04,1,0,0,2.0,2.0,0.0,2023-12,2023-12,0.0,2024-03
618109,N24001948,2025-04,1,0,0,4.0,4.0,0.0,2024-10,2024-10,0.0,2024-03
618110,N24001469,2025-04,2,0,1,826.0,55.0,0.0,2024-05,2024-05,0.0,2024-03
618111,N24002015,2025-04,1,0,0,90.0,90.0,0.0,2025-06,2025-06,0.0,2024-03
618121,N24001878,2025-04,1,0,0,45.0,45.0,0.0,2024-12,2024-12,0.0,2024-03
618124,N24002116,2025-04,1,0,0,51.6,51.6,0.0,2025-08,2025-08,0.0,2024-03
618132,N24000989,2025-04,0,0,0,,,0.0,,,0.0,
618136,N24001537,2025-04,0,0,0,,,0.0,,,0.0,
618141,N24001450,2025-04,0,0,0,,,0.0,,,0.0,
618142,N24002025,2025-04,0,0,0,,,0.0,,,0.0,
618143,N24000983,2025-04,0,0,0,,,0.0,,,0.0,
618164,N24001419,2025-04,0,0,0,,,0.0,,,0.0,
618165,N24001545,2025-04,0,0,0,,,0.0,,,0.0,
618166,N24001647,2025-04,0,0,0,,,0.0,,,0.0,
618167,N24001590,2025-04,0,0,0,,,0.0,,,0.0,
618168,N24001792,2025-04,0,0,0,,,0.0,,,0.0,
618172,N24001122,2025-04,5,0,0,24001122.0,24001122.0,0.0,2019-06,2019-06,0.0,2024-03
618175,N24001884,2025-04,1,0,0,752.0,752.0,0.0,2025-05,2025-05,0.0,2024-03
618177,N24001060,2025-04,5,0,2,24001060.0,24001060.0,0.0,2019-12,2019-12,0.0,2024-03
618186,N24002003,2025-04,1,0,0,24002003.0,24002003.0,0.0,2024-12,2024-12,0.0,2024-03
618190,N24002005,2025-04,1,0,0,38.0,38.0,0.0,2025-03,2025-03,0.0,2024-03
618191,N24001951,2025-04,1,0,0,167.0,167.0,0.0,2025-01,2025-01,0.0,2024-03
618192,N24001942,2025-04,1,0,0,2.0,2.0,0.0,2024-07,2024-07,0.0,2024-03
618194,N24000937,2025-04,5,0,3,544.0,56.0,42.830882352941174,2018-08,2018-08,0.0,2024-03
618196,N24002008,2025-04,1,0,0,2.0,2.0,0.0,2024-12,2024-12,0.0,2024-03
618197,N24002001,2025-04,1,0,0,2.0,2.0,0.0,2025-01,2025-01,0.0,2024-03
618199,N24002178,2025-04,0,0,0,,,0.0,,,0.0,
618200,N24001928,2025-04,1,0,0,24001964.0,24001964.0,0.0,2025-04,2025-04,0.0,2024-03
618204,N24001999,2025-04,1,0,0,27.1,27.1,0.0,2025-06,2025-06,0.0,2024-03
618216,N24001915,2025-04,1,0,0,24001915.0,24001915.0,0.0,2026-06,2026-06,0.0,2024-03
618217,N24001916,2025-04,1,0,0,5.0,5.0,0.0,2026-05,2026-05,0.0,2024-03
618221,N24002180,2025-04,0,0,0,,,0.0,,,0.0,
618222,N24002119,2025-04,1,0,0,2.0,2.0,0.0,2026-01,2026-01,0.0,2024-03
618226,N24001898,2025-04,1,0,0,2.0,2.0,0.0,2024-11,2024-11,0.0,2024-03
618227,N24001850,2025-04,2,0,1,24001296.0,1008.0,0.0,2025-09,2025-09,0.0,2024-03
618228,N24001201,2025-04,5,3,3,4.0,4.0,22625.0,2010-03,2025-12,189.0,2024-03
618229,N24001462,2025-04,2,0,0,2.0,2.0,0.0,2024-07,2024-07,0.0,2024-03
618230,N24001470,2025-04,2,0,0,2.0,2.0,0.0,2025-04,2025-04,0.0,2024-03
618231,N24001447,2025-04,2,0,0,2.0,2.0,0.0,2024-12,2024-12,0.0,2024-03
618233,N24001421,2025-04,3,1,2,1447.0,965.0,0.0,2024-02,2017-02,0.0,2024-03
618234,N24000943,2025-04,5,3,3,4.0,4.0,23250.0,2016-11,2026-02,111.0,2024-03
618237,N24000969,2025-04,5,1,4,2.0,12.0,50850.0,2017-09,2017-01,0.0,2024-03
618238,N24000964,2025-04,5,0,4,26.15,26.15,2890.4397705544934,2017-01,2017-01,0.0,2024-03
618240,N24001461,2025-04,2,1,1,2.0,1041.0,51950.0,2024-03,2016-08,0.0,2024-03
618244,N24002235,2025-04,0,0,0,,,0.0,,,0.0,
618246,N24001877,2025-04,1,0,0,4.0,4.0,0.0,2027-05,2027-05,0.0,2024-03
618249,N24002234,2025-04,0,0,0,,,0.0,,,0.0,
618250,N24002194,2025-04,0,0,0,,,0.0,,,0.0,
618252,N24002201,2025-04,0,0,0,,,0.0,,,0.0,
618255,N24002142,2025-04,0,0,0,,,0.0,,,0.0,
618258,N24001956,2025-04,1,0,0,2.0,2.0,0.0,2023-09,2023-09,0.0,2024-03
618259,N24001386,2025-04,3,0,1,695.0,2.0,0.0,2021-03,2021-03,0.0,2024-03
618263,N24002213,2025-04,0,0,0,,,0.0,,,0.0,
618265,N24001457,2025-04,2,0,0,2.0,2.0,0.0,2024-07,2024-07,0.0,2024-03
618266,N24001471,2025-04,2,0,0,2.0,2.0,0.0,2024-11,2024-11,0.0,2024-03
618282,N24002023,2025-04,1,0,0,24002023.0,24002023.0,0.0,2021-03,2021-03,0.0,2024-03
618283,N24002022,2025-04,1,0,0,9.0,9.0,0.0,2026-06,2026-06,0.0,2024-03
618285,N24001368,2025-04,3,0,0,24001368.0,24001368.0,0.0,2024-01,2024-01,0.0,2024-03
618286,N24001434,2025-04,2,0,1,24001434.0,1180.0,0.0,2024-11,2024-11,0.0,2024-03
618287,N24002229,2025-04,0,0,0,,,0.0,,,0.0,
618288,N24002225,2025-04,0,0,0,,,0.0,,,0.0,
618289,N24001246,2025-04,4,2,3,863.0,24000767.0,2780985.39976825,2022-12,2022-12,0.0,2024-03
618290,N24001258,2025-04,4,2,3,1355.0,2.0,0.0,2022-04,2022-04,23.0,2024-03
618291,N24001257,2025-04,1,0,0,1354.0,1354.0,0.0,2022-10,2022-10,0.0,2021-04
618292,N24001255,2025-04,4,0,3,1353.0,1115.0,0.0,2022-10,2022-10,0.0,2024-03
618293,N24001288,2025-04,1,0,0,2.0,2.0,0.0,2022-04,2022-04,0.0,2021-04
618296,N24001287,2025-04,4,0,2,1363.0,2.0,0.0,2021-12,2021-12,0.0,2024-03
618297,N24001282,2025-04,4,0,0,2.0,2.0,0.0,2022-06,2022-06,0.0,2024-03
618302,N24001332,2025-04,3,0,0,2.0,2.0,0.0,2022-06,2022-06,0.0,2024-03
618303,N24001331,2025-04,3,0,1,2.0,1076.0,53700.0,2022-06,2022-06,0.0,2024-03
618304,N24002227,2025-04,0,0,0,,,0.0,,,0.0,
618305,N24002202,2025-04,0,0,0,,,0.0,,,0.0,
618311,N24002230,2025-04,0,0,0,,,0.0,,,0.0,
618328,N24001278,2025-04,0,0,0,,,0.0,,,0.0,
618336,N24001390,2025-04,0,0,0,,,0.0,,,0.0,
618346,N24001270,2025-04,4,0,2,1293.0,2.0,0.0,2022-06,2022-06,0.0,2024-03
618347,N24001269,2025-04,4,0,3,866.0,1086.0,33.14087759815242,2022-03,2022-03,0.0,2024-03
618351,N24001971,2025-04,1,0,0,24001971.0,24001971.0,0.0,2025-08,2025-08,0.0,2024-03
618352,N24001970,2025-04,1,0,0,24001970.0,24001970.0,0.0,2025-08,2025-08,0.0,2024-03
618353,N24001969,2025-04,1,0,0,24001969.0,24001969.0,0.0,2025-08,2025-08,0.0,2024-03
618354,N24002130,2025-04,0,0,0,,,0.0,,,0.0,
618355,N24001403,2025-04,3,0,0,24001403.0,24001403.0,0.0,2023-03,2023-03,0.0,2024-03
618356,N24001354,2025-04,3,1,1,24001354.0,4.0,0.0,2022-12,2024-04,16.0,2024-03
618357,N24001436,2025-04,2,0,0,24001436.0,24001436.0,0.0,2023-05,2023-05,0.0,2024-03
618358,N24001437,2025-04,2,1,1,24001437.0,10.0,0.0,2023-05,2024-05,12.0,2024-03
618362,N24001358,2025-04,3,1,1,24001358.0,4.0,0.0,2022-12,2021-03,0.0,2024-03
618363,N24001359,2025-04,3,0,0,24001359.0,24001359.0,0.0,2023-01,2023-01,0.0,2024-03
618367,N24002228,2025-04,0,0,0,,,0.0,,,0.0,
618368,N24002162,2025-04,0,0,0,,,0.0,,,0.0,
618369,N24002161,2025-04,0,0,0,,,0.0,,,0.0,
618370,N24002160,2025-04,0,0,0,,,0.0,,,0.0,
618371,N24001831,2025-04,2,0,1,1034.0,24001831.0,2321160.251450677,2025-02,2025-02,0.0,2024-03
618372,N24001544,2025-04,2,1,1,232.26,1182.0,408.9124257297856,2022-03,2025-01,34.0,2024-03
618373,N24001326,2025-04,3,0,1,756.0,4.0,0.0,2028-09,2028-09,0.0,2024-03
618375,N24001334,2025-04,3,0,1,1181.0,2.0,0.0,2023-12,2023-12,0.0,2024-03
618376,N24001314,2025-04,3,0,1,1180.0,2.0,0.0,2023-12,2023-12,0.0,2024-03
618379,N24000861,2025-04,6,1,4,2.0,1217.0,65350.0,2019-09,2023-04,43.0,2024-03
618380,N24000857,2025-04,6,2,4,2.0,2.0,65200.0,2019-09,2023-04,43.0,2024-03
618381,N24000863,2025-04,6,2,3,2.0,1172.0,59550.0,2019-09,2017-04,3.0,2024-03
618382,N24000864,2025-04,6,1,3,2.0,2.0,65500.0,2019-09,2024-04,55.0,2024-03
618383,N24000865,2025-04,6,2,4,2.0,1068.0,65550.0,2019-09,2022-03,48.0,2024-03
618384,N24000862,2025-04,6,1,3,2.0,2.0,65400.0,2019-09,2023-04,43.0,2024-03
618385,N24002159,2025-04,0,0,0,,,0.0,,,0.0,
618386,N24001263,2025-04,0,0,0,,,0.0,,,0.0,
618388,N24001974,2025-04,1,0,0,2.0,2.0,0.0,2025-01,2025-01,0.0,2024-03
618389,N24001473,2025-04,2,0,1,1141.0,1073.0,0.0,2024-02,2024-02,0.0,2024-03
618390,N24000855,2025-04,6,1,4,4.5,1129.0,36077.777777777774,2018-07,2022-07,48.0,2024-03
618391,N24002164,2025-04,0,0,0,,,0.0,,,0.0,
618392,N24002206,2025-04,0,0,0,,,0.0,,,0.0,
618393,N24002163,2025-04,0,0,0,,,0.0,,,0.0,
618394,N24001264,2025-04,4,2,3,1010.0,1244.0,23.16831683168317,2022-04,2022-07,3.0,2024-03
618398,N24001266,2025-04,4,0,3,1011.0,2.0,9.495548961424333,2022-04,2022-04,0.0,2024-03
618399,N24001395,2025-04,3,0,0,24001395.0,24001395.0,0.0,2023-08,2023-08,0.0,2024-03
618402,N24002222,2025-04,0,0,0,,,0.0,,,0.0,
618403,N24002223,2025-04,0,0,0,,,0.0,,,0.0,
